variable,Temperature,Temperature,Temperature,Relative Humidity,Relative Humidity,Relative Humidity,Mean Sea Level Pressure,Mean Sea Level Pressure,Mean Sea Level Pressure,Precipitation Total,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
unit,°C,°C,°C,%,%,%,hPa,hPa,hPa,mm,km/h,km/h,km/h,°
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected,2 m,2 m,2 m,MSL,MSL,MSL,sfc,10 m,10 m,10 m,10 m
resolution,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily
aggregation,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Minimum,Maximum,Mean,Summation,Minimum,Maximum,Mean,None
timestamp,Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Temperature [2 m elevation corrected],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Relative Humidity [2 m],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Mean Sea Level Pressure [MSL],Bázel Precipitation Total,Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Speed [10 m],Bázel Wind Direction Dominant [10 m]
20100513T0000,5.3605285,9.920529,7.997612,80.0,95.0,90.0,1008.5,1011.3,1010.09595,13.9,8.225035,19.67195,14.672282,326.41022
20100514T0000,5.1905284,12.790529,9.4392805,69.0,95.0,82.583336,1008.4,1011.0,1009.8791,4.7000003,9.0,16.62249,12.376124,329.58466
20100515T0000,5.5605288,11.900529,9.465529,67.0,96.0,79.166664,1008.5,1013.6,1010.4624,1.0,3.96,22.68,13.955821,350.17828
20100516T0000,6.0005283,14.360529,10.94553,54.0,84.0,66.375,1013.7,1020.3,1016.71674,0.0,3.319036,15.683774,10.586554,288.00006
20100517T0000,9.210529,14.990529,12.023446,59.0,79.0,69.791664,1020.2,1025.8,1022.71674,0.0,3.9763298,20.969805,13.063778,276.16837
20100518T0000,8.610529,14.980529,11.550946,51.0,97.0,73.333336,1024.4,1028.5,1026.0748,0.0,3.319036,13.698934,7.8892193,335.99872
20100519T0000,5.6205287,13.570529,10.497612,53.0,88.0,72.375,1024.7,1027.8,1025.975,2.3000002,1.8,19.164719,9.58836,344.46857
20100520T0000,8.390529,12.660529,10.487613,75.0,94.0,86.416664,1026.6,1029.5,1028.2457,3.5999997,3.6,19.486609,11.732319,301.84015
20100521T0000,7.6605287,17.95053,13.404696,66.0,97.0,81.625,1023.7,1029.0,1026.5082,0.1,1.5273507,9.028754,5.1554275,2.103775
20100522T0000,7.8905287,21.80053,14.843864,50.0,96.0,76.375,1019.9,1025.4,1022.75836,0.0,1.8,15.463244,7.1824455,25.354218
20100523T0000,10.3005295,22.21053,16.568027,55.0,96.0,76.041664,1017.3,1022.0,1019.8001,0.0,1.8,13.910169,6.5934563,10.060669
20100524T0000,11.850529,25.270529,19.210947,46.0,87.0,65.625,1012.1,1018.7,1015.3582,0.0,3.219938,15.496736,8.351064,215.73218
20100525T0000,13.560529,26.110529,19.843863,39.0,92.0,63.75,1008.8,1014.1,1011.64166,0.0,0.8049845,17.873556,10.227881,249.76291
20100526T0000,13.0505295,19.81053,16.475529,42.0,94.0,76.791664,1008.9,1011.7,1010.15424,14.200002,3.6,15.256526,9.301621,261.90793
20100527T0000,13.270529,18.46053,15.949695,63.0,90.0,74.083336,1008.8,1011.9,1010.45,0.0,2.4149535,21.24,12.428254,262.46924
20100528T0000,12.140529,18.55053,15.468862,64.0,88.0,74.875,1011.7,1019.5,1014.89984,0.1,3.319036,17.555305,9.914473,268.56277
20100529T0000,10.130529,21.030529,16.15386,52.0,96.0,70.833336,1015.6,1020.4,1018.0457,0.0,0.71999997,12.864649,4.819635,258.64752
20100530T0000,13.100529,17.350529,15.325944,67.0,90.0,78.708336,1010.6,1016.2,1012.6042,9.5,4.0249224,33.75756,23.161337,260.47534
20100531T0000,9.650529,15.640529,12.645528,60.0,91.0,75.75,1011.3,1017.2,1014.89166,0.1,11.659777,27.551172,21.291845,278.35406
20100601T0000,8.100529,17.57053,13.500111,61.0,96.0,77.875,1013.1,1018.4,1015.6416,0.9,2.4149535,14.05845,8.853962,291.8014
20100602T0000,11.110529,18.490528,15.036361,59.0,94.0,76.416664,1013.9,1016.8,1015.09174,1.2,5.154415,22.007162,11.437671,335.74338
20100603T0000,10.320529,18.170528,14.249278,71.0,96.0,83.625,1015.3,1017.5,1016.375,0.1,2.7416782,15.256526,8.789195,135.89517
20100604T0000,10.450529,24.98053,17.442196,54.0,92.0,77.416664,1015.9,1019.0,1017.36664,0.0,1.08,15.517629,6.0080924,18.946503
20100605T0000,12.350529,25.610529,20.0647,47.0,88.0,65.958336,1015.6,1020.7,1018.04175,0.0,0.5091169,8.707238,4.56285,58.150955
20100606T0000,17.690529,26.250528,21.486778,57.0,91.0,70.625,1012.6,1015.7,1014.5916,1.2,2.4149535,22.7057,8.605751,262.20627
20100607T0000,15.270529,22.65053,19.382614,54.0,91.0,71.041664,1010.2,1015.8,1013.3708,0.2,0.5091169,16.62249,9.885966,276.37363
20100608T0000,14.680529,24.170528,20.266363,62.0,89.0,75.791664,1005.6,1009.7,1007.5708,1.4,0.0,10.703569,5.3909907,39.805542
20100609T0000,15.470529,27.88053,22.005945,49.0,89.0,74.333336,1003.2,1006.7,1004.9834,0.3,3.219938,21.650938,10.754813,79.656815
20100610T0000,16.920528,30.72053,22.688444,39.0,97.0,73.25,1001.4,1006.2,1003.83746,0.0,2.52,20.456745,9.479831,130.01588
20100611T0000,16.45053,24.38053,20.858446,61.0,97.0,75.875,1006.6,1010.7,1009.5042,0.0,0.71999997,27.757376,6.030674,294.60852
20100612T0000,14.310529,22.04053,18.295528,65.0,92.0,77.041664,1010.5,1014.1,1012.1541,2.3,2.2768397,19.353138,8.268957,245.19257
20100613T0000,13.640529,17.73053,16.062197,80.0,96.0,86.458336,1012.2,1014.7,1013.60004,1.5,4.68,12.031756,8.408232,307.0751
20100614T0000,14.210529,19.180529,16.808863,69.0,96.0,81.083336,1011.6,1014.8,1012.97504,0.9,1.2979984,15.077082,4.690226,281.30994
20100615T0000,11.980529,20.420528,15.928864,75.0,96.0,88.291664,1013.1,1015.7,1014.4084,5.9999995,1.8,17.731598,10.132568,355.3177
20100616T0000,13.130529,20.30053,16.534277,64.0,96.0,81.791664,1009.7,1014.4,1011.9334,3.8,4.32,28.312117,13.986209,53.682
20100617T0000,13.180529,17.580528,15.085113,78.0,97.0,90.416664,1012.2,1013.4,1012.6916,5.5,3.7064266,15.986595,8.48833,306.08942
20100618T0000,12.970529,18.72053,15.635113,74.0,97.0,84.75,1011.1,1014.0,1012.38336,15.300001,7.2,21.2522,15.041059,267.52094
20100619T0000,10.260529,13.810529,12.37428,69.0,94.0,82.208336,1007.8,1010.7,1008.95,1.4000001,5.5887027,19.386593,12.465348,327.51068
20100620T0000,7.040529,14.920529,11.7067795,61.0,95.0,74.5,1009.6,1015.4,1011.5918,0.1,9.114471,27.869207,18.404547,359.23355
20100621T0000,8.520529,16.21053,12.75803,64.0,92.0,77.166664,1015.9,1020.9,1017.8709,0.3,3.8773184,23.377836,14.412507,1.0106201
20100622T0000,8.010529,18.590528,13.825946,55.0,93.0,74.041664,1020.6,1022.3,1021.46246,0.0,1.1384199,12.904882,7.495774,33.11711
20100623T0000,9.670529,22.62053,16.68386,45.0,94.0,67.791664,1018.2,1022.1,1020.2083,0.0,0.8049845,14.182355,6.917167,55.612816
20100624T0000,10.330529,23.180529,18.098864,56.0,94.0,69.25,1015.2,1020.2,1018.00415,0.0,0.71999997,6.638072,4.231515,355.4712
20100625T0000,14.760529,25.340528,20.588446,48.0,80.0,63.833332,1013.6,1016.7,1015.37085,0.0,1.835647,8.350138,5.122254,46.994553
20100626T0000,14.540529,25.600529,21.066362,54.0,94.0,71.291664,1012.9,1015.3,1014.18756,0.0,0.71999997,9.885262,4.4294343,354.0585
20100627T0000,15.240529,26.70053,21.459276,57.0,98.0,74.125,1014.8,1017.6,1016.45825,0.0,0.35999998,9.028754,3.618811,0.6437378
20100628T0000,18.000528,27.48053,23.231363,52.0,81.0,67.083336,1016.8,1018.9,1017.7542,0.0,0.35999998,7.771331,4.083385,17.525558
20100629T0000,19.15053,27.80053,23.605116,46.0,79.0,62.708332,1017.0,1018.8,1017.98334,0.3,0.35999998,10.636766,4.7138534,307.34384
20100630T0000,18.07053,27.06053,23.021364,52.0,90.0,67.583336,1017.2,1020.2,1018.53326,0.0,3.219938,14.081478,7.5278287,336.3803
20100701T0000,17.270529,28.12053,23.54553,50.0,91.0,68.75,1013.7,1017.9,1015.9251,0.0,1.08,5.3999996,2.4028044,171.57303
20100702T0000,19.29053,29.57053,25.127615,50.0,83.0,63.333332,1014.3,1015.8,1015.03754,0.0,0.35999998,6.6185193,3.9761398,125.26576
20100703T0000,21.760529,30.29053,25.500528,50.0,90.0,67.875,1015.5,1018.6,1016.47504,0.90000004,0.0,10.594036,5.692928,294.55045
20100704T0000,19.260529,23.030529,21.633028,75.0,93.0,83.583336,1019.1,1021.9,1020.22095,3.8999999,0.8049845,10.829959,4.010093,271.24536
20100705T0000,17.29053,26.20053,21.843027,47.0,94.0,69.375,1018.0,1021.3,1019.45825,0.0,3.96,18.888851,9.102612,321.06494
20100706T0000,16.22053,22.40053,19.344698,54.0,93.0,72.875,1020.7,1022.8,1021.65405,0.0,1.1384199,15.408671,9.949002,330.43106
20100707T0000,12.680529,25.660528,19.674694,49.0,90.0,66.916664,1019.3,1022.9,1021.27496,0.0,1.0182338,13.32,6.282067,96.06178
20100708T0000,15.770529,28.360529,22.45678,44.0,74.0,59.875,1018.2,1020.6,1019.52496,0.0,0.8049845,14.917212,8.436511,114.7064
20100709T0000,19.64053,31.090528,25.377611,50.0,83.0,62.0,1016.8,1020.1,1018.4211,0.0,1.2979984,10.440001,6.3601737,114.7238
20100710T0000,22.430529,31.440529,26.531359,50.0,76.0,60.083332,1016.3,1019.9,1018.22925,0.0,0.8049845,16.946787,5.924576,255.74298
20100711T0000,21.160528,29.07053,25.60261,53.0,81.0,66.125,1015.8,1018.4,1017.1501,0.0,2.5455842,12.261158,7.7630672,247.0679
20100712T0000,19.920528,31.90053,24.900946,45.0,92.0,71.208336,1010.1,1016.1,1013.49585,0.70000005,1.8,31.910301,9.422753,114.56716
20100713T0000,17.420528,27.30053,22.84928,59.0,97.0,77.833336,1009.3,1014.3,1012.30005,0.0,0.71999997,8.049845,4.3871574,319.76367
20100714T0000,19.860529,32.000526,25.730532,46.0,85.0,65.083336,1004.3,1011.1,1008.1043,0.0,1.8,21.485697,10.681515,151.03993
20100715T0000,18.38053,24.12053,21.578863,57.0,88.0,67.541664,1010.1,1017.2,1014.9875,0.0,2.0991426,17.873554,9.2969885,286.26837
20100716T0000,16.740528,28.80053,23.474281,42.0,91.0,64.166664,1014.5,1017.2,1015.83344,0.0,0.8049845,8.0899935,4.466808,326.6593
20100717T0000,18.64053,23.87053,21.055946,60.0,79.0,67.666664,1015.7,1023.0,1019.6667,0.2,2.968636,24.29133,11.731706,291.56952
20100718T0000,14.220529,24.610529,19.441778,49.0,84.0,67.416664,1021.5,1027.3,1024.0582,0.0,0.35999998,16.904673,7.741028,57.043922
20100719T0000,13.020529,25.780529,19.33386,46.0,96.0,70.291664,1017.8,1022.5,1020.22076,0.0,2.6208394,18.72,10.025689,96.60846
20100720T0000,13.610529,27.45053,21.514696,50.0,87.0,68.333336,1009.6,1018.3,1013.6541,0.0,1.5273507,15.141414,6.760448,105.03781
20100721T0000,18.830528,29.88053,24.835527,46.0,86.0,63.083332,1008.2,1010.3,1009.29175,0.4,1.1384199,8.435069,4.626139,125.09582
20100722T0000,16.05053,23.360529,20.739695,68.0,94.0,82.708336,1011.1,1017.6,1013.48755,4.3,0.71999997,20.268991,8.9066725,299.06525
20100723T0000,13.450529,17.46053,15.9880295,80.0,96.0,87.916664,1016.9,1021.5,1018.54175,11.6,4.2136917,26.82906,13.037396,273.45953
20100724T0000,13.030529,20.57053,16.550114,54.0,91.0,73.625,1018.8,1022.1,1020.95416,0.6,5.8603754,23.177402,14.007255,278.78064
20100725T0000,12.610529,21.13053,17.236364,45.0,81.0,62.625,1015.2,1019.7,1017.54974,0.0,2.9024127,17.057314,8.60975,327.45718
20100726T0000,13.990529,18.73053,16.36928,70.0,95.0,82.208336,1012.8,1016.0,1014.6252,5.2,1.1384199,18.486622,8.46276,273.30188
20100727T0000,13.570529,22.000528,17.772196,52.0,94.0,72.208336,1013.8,1019.6,1017.82916,6.2999997,1.835647,19.245697,8.842359,269.45435
20100728T0000,14.730529,21.490528,17.923447,64.0,88.0,76.75,1015.9,1020.2,1017.7959,3.9000003,1.4399999,19.13426,9.334589,259.68222
20100729T0000,13.710529,18.63053,16.18053,71.0,98.0,82.708336,1011.7,1015.2,1013.3916,3.7999997,3.6179552,24.119999,13.517137,267.38666
20100730T0000,12.710529,20.30053,16.520529,55.0,91.0,73.625,1014.6,1017.2,1015.94165,0.5,1.8,9.9571085,5.4748435,187.12502
20100731T0000,12.450529,24.14053,18.725946,46.0,84.0,63.625,1015.6,1018.3,1016.94165,0.0,1.609969,15.0038395,7.3685775,120.195435
20100801T0000,16.40053,28.48053,21.752197,47.0,90.0,64.75,1013.5,1017.0,1015.5293,1.0,0.5091169,16.65754,8.613391,220.32259
20100802T0000,17.010529,20.190529,18.469698,83.0,96.0,90.166664,1015.2,1016.6,1016.0208,13.800001,1.484318,15.119999,5.9475102,150.14099
20100803T0000,13.130529,19.90053,17.33803,64.0,91.0,77.125,1015.4,1016.6,1016.09576,0.4,3.319036,16.520823,10.563045,266.8712
20100804T0000,13.650529,22.96053,18.26428,51.0,82.0,69.041664,1009.1,1016.0,1012.22076,0.4,2.0991426,17.294992,7.736576,248.6821
20100805T0000,14.630529,17.090528,16.09678,67.0,95.0,81.625,1006.9,1014.6,1010.1042,12.3,7.2,22.314194,14.487961,278.83765
20100806T0000,11.160529,19.990528,16.35178,52.0,86.0,66.708336,1015.0,1019.6,1017.44586,0.0,4.32,10.239453,7.447174,302.0787
20100807T0000,12.540529,22.920528,18.063862,52.0,84.0,66.75,1017.5,1020.2,1018.87915,0.0,0.0,6.763786,3.188722,160.29202
20100808T0000,16.770529,21.590528,18.926779,65.0,89.0,73.833336,1016.9,1019.0,1017.7292,0.5,0.5091169,19.486609,8.587128,276.04852
20100809T0000,14.710529,24.65053,19.852196,49.0,95.0,70.833336,1014.7,1019.0,1017.0417,0.0,0.71999997,7.2359104,4.037418,88.675476
20100810T0000,16.600529,25.65053,21.253862,48.0,88.0,67.5,1014.7,1017.0,1015.925,0.0,0.71999997,6.162207,4.132015,247.98871
20100811T0000,17.97053,24.23053,21.167612,57.0,83.0,68.333336,1014.1,1016.6,1015.5584,0.0,1.8,15.188415,7.485949,261.5224
20100812T0000,16.020529,20.330528,18.20553,70.0,96.0,83.0,1013.3,1016.6,1014.7166,17.400002,2.8116899,14.113653,8.028234,255.90222
20100813T0000,14.400529,21.88053,17.961779,57.0,89.0,74.416664,1013.9,1016.4,1015.25415,1.2,1.8,13.397612,7.231388,36.064392
20100814T0000,13.390529,21.55053,17.627611,64.0,97.0,82.291664,1008.1,1016.2,1013.4416,10.4,0.71999997,13.039754,4.8116612,329.07602
20100815T0000,13.120529,17.40053,15.658444,74.0,97.0,83.291664,1003.9,1015.2,1011.0916,10.5,2.1897945,35.75436,19.925741,257.31714
20100816T0000,13.380529,16.20053,14.81303,69.0,85.0,77.916664,1012.5,1016.1,1014.50415,4.1000004,6.989936,26.795223,19.99128,238.28111
20100817T0000,14.840529,19.87053,16.992195,59.0,82.0,73.041664,1013.4,1016.5,1015.2166,0.0,3.5455887,27.103,16.124094,259.5133
20100818T0000,15.770529,20.64053,17.642197,63.0,87.0,72.916664,1010.9,1013.2,1012.0959,0.1,3.8268526,16.87398,9.025652,234.8658
20100819T0000,14.970529,23.95053,19.358862,59.0,89.0,72.75,1013.1,1017.0,1015.6541,0.0,0.35999998,9.360001,3.925847,163.68614
20100820T0000,15.5505295,26.73053,21.820528,60.0,94.0,74.666664,1016.8,1022.3,1019.62085,0.0,0.71999997,10.137692,5.863407,146.1363
20100821T0000,19.340528,28.580528,24.02178,55.0,85.0,69.916664,1022.2,1024.8,1023.3208,0.0,0.71999997,5.991594,4.051642,145.49149
20100822T0000,19.490528,30.22053,24.583029,48.0,89.0,68.583336,1013.1,1022.6,1017.875,0.0,2.1897945,10.823973,6.5843587,149.64188
20100823T0000,18.39053,25.500528,22.611778,58.0,97.0,74.708336,1007.6,1012.8,1009.5457,1.5,2.0364676,18.416384,8.337371,222.55936
20100824T0000,15.600529,21.240528,19.391363,70.0,95.0,79.333336,1008.7,1018.2,1012.9458,4.9999995,5.815978,22.782625,14.159955,263.84225
20100825T0000,12.610529,22.840528,18.140945,49.0,92.0,67.791664,1016.9,1019.9,1018.30835,0.0,0.71999997,9.346143,4.6707835,167.59258
20100826T0000,15.740529,28.98053,22.845945,42.0,89.0,65.541664,1006.8,1016.8,1012.59174,1.0,0.0,14.154915,8.851714,148.01974
20100827T0000,18.64053,24.170528,20.49053,63.0,87.0,75.708336,1007.3,1010.6,1009.10425,9.599999,4.6938257,30.978832,17.29614,243.24507
20100828T0000,11.860529,17.82053,15.045945,61.0,92.0,77.375,1010.4,1021.1,1017.32086,0.3,2.0364676,28.08,14.277053,306.8699
20100829T0000,8.940529,18.510529,14.209279,53.0,85.0,69.666664,1013.4,1021.6,1017.78735,0.5,3.6179552,25.952478,13.589377,257.78577
20100830T0000,9.440529,13.610529,12.0017805,72.0,88.0,81.416664,1013.4,1019.1,1016.0833,2.0,16.171976,36.115017,26.25284,274.41907
20100831T0000,10.210529,17.160528,13.374279,56.0,96.0,76.625,1019.7,1023.0,1021.4084,0.0,4.829907,14.81259,9.987418,338.99677
20100901T0000,7.1905284,19.96053,13.499695,48.0,92.0,72.083336,1015.9,1021.2,1018.47504,0.0,2.8116899,18.0,10.250557,100.45991
20100902T0000,7.9305286,20.590528,14.708861,58.0,90.0,76.125,1014.8,1018.0,1016.66254,0.0,2.2768397,9.726665,5.2958436,69.25393
20100903T0000,10.560529,21.87053,16.507196,60.0,96.0,76.25,1016.1,1019.5,1017.53735,0.0,0.35999998,8.647496,5.0931263,319.8812
20100904T0000,13.380529,21.170528,17.132612,58.0,91.0,73.875,1016.6,1018.5,1017.56244,0.0,3.8939953,13.358861,8.434462,333.5235
20100905T0000,10.880529,21.330528,15.518029,57.0,93.0,76.875,1016.2,1019.4,1017.8542,0.0,1.2979984,12.24,6.639612,356.45526
20100906T0000,10.420529,20.87053,15.768031,55.0,91.0,72.25,1009.6,1017.6,1013.6458,0.70000005,6.12,23.510508,16.145086,109.64297
20100907T0000,13.210529,19.40053,16.163446,80.0,93.0,87.166664,1003.5,1008.7,1005.8459,8.9,2.5455842,25.294964,14.736488,122.429924
20100908T0000,14.380529,18.850529,15.849278,56.0,95.0,79.291664,1002.5,1011.8,1006.42096,9.400001,4.73506,27.238941,12.071654,226.03873
20100909T0000,9.330529,18.180529,14.342612,64.0,94.0,75.875,1012.0,1021.8,1016.76263,0.0,0.8049845,13.32,9.579859,255.12251
20100910T0000,11.190529,19.89053,15.612194,61.0,92.0,76.958336,1021.4,1024.1,1022.69574,0.0,0.71999997,9.449572,4.356232,206.56505
20100911T0000,11.580529,22.88053,17.37303,52.0,89.0,69.875,1017.6,1022.0,1019.5791,0.0,4.0249224,11.503113,7.7065625,114.03429
20100912T0000,12.830529,23.920528,18.020947,54.0,93.0,71.625,1016.3,1020.6,1018.0334,4.9,2.1897945,20.721119,11.130509,254.79462
20100913T0000,12.480529,18.000528,14.98511,56.0,91.0,72.875,1021.1,1027.3,1025.6918,0.1,1.0182338,22.768398,11.268374,303.43256
20100914T0000,10.920529,21.15053,15.781779,54.0,89.0,69.25,1021.0,1027.5,1024.5249,0.0,1.8,13.32,6.8696933,235.76663
20100915T0000,9.990529,18.96053,15.05428,58.0,97.0,76.416664,1013.7,1020.4,1016.4458,0.3,3.671294,19.134262,13.735917,256.2071
20100916T0000,12.310529,17.98053,14.742612,56.0,92.0,74.625,1012.5,1015.6,1013.6917,0.90000004,3.671294,18.86139,12.110164,277.9962
20100917T0000,10.200529,17.90053,14.492612,56.0,90.0,70.666664,1012.8,1016.8,1014.81683,0.0,2.2768397,10.594036,6.742138,299.59778
20100918T0000,8.700529,16.410528,12.068028,52.0,91.0,72.833336,1015.4,1018.7,1017.22076,0.0,0.0,19.134262,8.003897,342.1598
20100919T0000,6.8305287,16.72053,12.098865,54.0,91.0,70.166664,1017.6,1020.7,1018.9749,0.0,0.8049845,5.6920996,3.6220443,297.49283
20100920T0000,9.350529,20.260529,15.046777,56.0,85.0,67.833336,1016.2,1019.4,1017.92096,0.0,0.0,11.525623,4.947684,119.423
20100921T0000,12.140529,22.12053,17.19886,57.0,89.0,71.041664,1017.8,1019.9,1018.9041,0.0,2.5455842,7.2,4.9627514,61.55709
20100922T0000,12.240529,22.40053,17.580114,56.0,88.0,72.0,1017.8,1021.4,1019.6833,0.0,0.35999998,9.0645685,4.265514,116.821976
20100923T0000,13.450529,23.29053,18.474281,56.0,88.0,70.791664,1010.1,1018.3,1014.61237,0.0,0.35999998,8.942214,5.539436,120.96376
20100924T0000,11.520529,18.04053,14.506363,49.0,94.0,81.833336,1002.9,1009.9,1005.8042,6.7999997,1.08,23.444265,9.832232,215.36246
20100925T0000,9.320529,13.880529,11.642194,73.0,92.0,82.458336,1004.3,1010.6,1006.34174,2.8,11.966953,25.862436,16.42738,313.81757
20100926T0000,6.6105285,12.360529,9.421362,68.0,90.0,79.0,1010.4,1013.1,1011.2459,0.1,3.8773184,17.935081,11.87893,270.45898
20100927T0000,5.4205284,13.480529,9.400529,64.0,94.0,77.875,1012.1,1015.4,1013.1001,0.0,0.35999998,12.758432,6.954182,254.6618
20100928T0000,6.9805284,15.110529,11.109695,56.0,94.0,76.5,1015.2,1019.4,1017.1333,0.0,3.0758414,13.049689,7.013372,285.43964
20100929T0000,8.240529,16.440529,12.2517805,61.0,82.0,71.708336,1017.4,1020.5,1018.93756,0.0,2.0991426,9.793058,5.3880706,302.15228
20100930T0000,10.100529,14.620529,12.2917795,77.0,93.0,86.333336,1015.0,1018.5,1016.76263,3.0,1.484318,9.3669195,4.4237776,157.33545
20101001T0000,9.320529,16.690529,13.16261,56.0,91.0,75.833336,1012.9,1016.5,1014.8335,0.0,1.609969,14.512064,7.1473327,244.46
20101002T0000,9.750529,19.87053,14.20428,61.0,92.0,73.666664,1012.5,1015.3,1014.16254,0.0,3.219938,11.770403,8.342392,113.11421
20101003T0000,9.500529,22.760529,16.239279,57.0,94.0,75.208336,1006.5,1013.1,1009.7458,0.0,8.587338,20.073025,13.267539,120.406204
20101004T0000,11.110529,23.920528,16.682611,54.0,94.0,73.25,997.1,1006.6,1002.20825,1.5,2.52,32.91983,17.398739,109.76129
20101005T0000,13.740529,19.04053,15.99303,65.0,91.0,78.5,1002.9,1012.7,1008.7209,0.0,1.835647,19.44,10.616315,254.97685
20101006T0000,9.0505295,21.680529,15.775528,61.0,93.0,77.208336,1011.5,1015.4,1012.62933,0.0,4.1046314,15.778518,10.095336,117.660736
20101007T0000,12.200529,22.360529,17.408447,60.0,86.0,72.583336,1015.7,1019.0,1017.2249,0.0,4.198285,12.313894,7.959393,113.42175
20101008T0000,10.910529,21.600529,16.709282,62.0,87.0,76.958336,1016.3,1018.5,1017.4041,0.0,0.8049845,18.455048,9.83048,107.525566
20101009T0000,8.900529,20.690529,15.731361,65.0,93.0,78.666664,1011.9,1018.0,1015.2126,0.0,1.2979984,13.5515,8.555289,105.243
20101010T0000,7.6405287,17.04053,12.779278,55.0,92.0,72.166664,1006.1,1011.8,1008.99567,0.0,1.835647,16.700275,10.02321,95.97432
20101011T0000,4.5305285,13.930529,8.974278,59.0,94.0,78.625,1007.3,1012.2,1009.55,0.0,0.0,8.12197,4.697085,305.91992
20101012T0000,4.8305287,15.920529,9.4984455,63.0,96.0,81.083336,1010.6,1014.9,1013.0,0.0,0.8049845,11.298495,4.3048162,327.15247
20101013T0000,3.7305286,14.240529,7.961779,64.0,95.0,84.291664,1011.1,1014.3,1013.08325,0.0,2.7416782,11.753877,6.282253,304.1271
20101014T0000,5.040529,12.870529,8.010112,71.0,96.0,87.166664,1013.5,1015.9,1014.58325,0.0,0.71999997,10.365251,4.7254014,320.72598
20101015T0000,3.2505286,12.760529,7.748446,67.0,94.0,82.208336,1011.0,1015.7,1013.59155,0.0,2.2768397,16.167967,6.581822,313.12827
20101016T0000,6.2805285,10.090529,7.9142776,78.0,94.0,86.0,1009.0,1012.0,1010.7668,6.3000007,4.452954,15.379206,10.521641,262.92108
20101017T0000,4.4005284,10.520529,7.311779,72.0,96.0,87.541664,1012.0,1017.3,1014.8293,4.0,6.5693827,23.42491,15.593292,357.14618
20101018T0000,3.7505286,9.990529,6.463028,68.0,96.0,84.625,1017.5,1022.1,1020.04156,0.0,5.3999996,13.979872,9.014341,322.41785
20101019T0000,2.1005285,11.930529,7.4576125,65.0,90.0,80.625,1008.5,1019.6,1013.71655,0.8,2.8116899,29.175552,16.379644,250.87714
20101020T0000,4.1005287,8.190529,6.843029,74.0,90.0,83.208336,1009.0,1022.2,1013.9832,3.1999998,13.722565,29.339449,21.47257,277.20007
20101021T0000,1.9005287,8.470529,4.7842784,61.0,95.0,78.125,1023.3,1028.2,1025.8334,0.0,0.35999998,14.04,4.612637,252.39236
20101022T0000,1.8905287,10.740529,6.6138625,62.0,86.0,71.333336,1018.6,1025.8,1022.34576,0.8,3.6,10.446206,6.0163608,107.1812
20101023T0000,6.9005284,15.930529,11.470112,58.0,95.0,76.625,1009.0,1018.4,1013.46246,1.5,1.8,21.479664,10.825493,228.76749
20101024T0000,6.6805286,10.660529,8.712196,70.0,90.0,80.708336,1009.4,1014.0,1012.0584,2.8,7.10031,23.906818,13.341083,265.52432
20101025T0000,3.5905285,9.400529,5.9113617,60.0,96.0,81.333336,1014.1,1023.9,1018.3416,0.0,7.771331,29.598919,19.202864,8.292404
20101026T0000,-0.41947132,8.360529,3.1984453,64.0,95.0,85.833336,1024.8,1030.9,1028.4877,0.0,0.8049845,6.830519,4.408505,316.9306
20101027T0000,2.7005286,11.900529,7.307196,58.0,81.0,67.833336,1023.8,1028.8,1026.3251,0.0,4.1046314,13.891522,8.762606,117.37135
20101028T0000,5.8805285,13.490529,9.778029,51.0,78.0,62.458332,1020.9,1024.9,1023.2043,0.0,1.1384199,7.4128532,4.8469157,123.63672
20101029T0000,3.6605287,16.71053,9.633029,56.0,89.0,72.708336,1008.6,1020.6,1014.45404,0.0,6.9247384,21.470612,13.688744,120.63858
20101030T0000,6.7005286,13.370529,9.973028,72.0,89.0,78.916664,1005.7,1008.9,1007.9666,0.0,1.08,14.372974,8.022703,100.71312
20101031T0000,7.1005287,15.840529,10.89178,57.0,87.0,75.75,997.6,1005.3,1001.1333,0.0,2.0364676,15.141414,8.940443,92.50935
20101101T0000,8.630529,15.060529,11.459697,67.0,89.0,79.0,998.7,1011.6,1007.0208,0.0,5.3999996,14.693999,9.300667,299.40384
20101102T0000,7.1905284,12.960529,9.693445,71.0,93.0,83.583336,1011.7,1021.0,1017.2251,0.0,5.0911684,16.394829,9.934791,275.29773
20101103T0000,6.5305285,15.980529,11.374278,64.0,87.0,77.0,1019.5,1024.6,1021.06244,0.0,4.8965297,20.275383,9.754101,234.47977
20101104T0000,10.540529,19.14053,14.281362,69.0,86.0,78.25,1024.8,1028.9,1027.3624,0.0,3.5455887,18.782204,9.639516,236.66966
20101105T0000,10.100529,16.500528,13.65678,64.0,92.0,79.833336,1024.4,1029.2,1027.379,0.0,4.8965297,21.349546,10.638525,257.14288
